Date,Oil,Gas,Misc,Total
8/7/2015,670.00,213.00,1.00,884.00
8/14/2015,672.00,211.00,1.00,884.00
8/21/2015,674.00,211.00,0.00,885.00
8/28/2015,675.00,202.00,0.00,877.00
9/4/2015,662.00,202.00,0.00,864.00
9/11/2015,652.00,196.00,0.00,848.00
9/18/2015,644.00,198.00,0.00,842.00
9/25/2015,641.00,197.00,0.00,838.00
10/2/2015,614.00,195.00,0.00,809.00
10/9/2015,605.00,189.00,1.00,795.00
10/16/2015,595.00,192.00,0.00,787.00
10/23/2015,594.00,193.00,0.00,787.00
10/30/2015,578.00,197.00,0.00,775.00
11/6/2015,572.00,199.00,0.00,771.00
11/13/2015,574.00,193.00,0.00,767.00
11/20/2015,564.00,193.00,0.00,757.00
11/25/2015,555.00,189.00,0.00,744.00
12/4/2015,545.00,192.00,0.00,737.00
12/11/2015,524.00,185.00,0.00,709.00
12/18/2015,541.00,168.00,0.00,709.00
12/23/2015,538.00,162.00,0.00,700.00
12/31/2015,536.00,162.00,0.00,698.00
1/8/2016,516.00,148.00,0.00,664.00
1/15/2016,515.00,135.00,0.00,650.00
1/22/2016,510.00,127.00,0.00,637.00
1/29/2016,498.00,121.00,0.00,619.00
2/5/2016,467.00,104.00,0.00,571.00
2/12/2016,439.00,102.00,0.00,541.00
2/19/2016,413.00,101.00,0.00,514.00
2/26/2016,400.00,102.00,0.00,502.00
3/4/2016,392.00,97.00,0.00,489.00
3/11/2016,386.00,94.00,0.00,480.00
3/18/2016,387.00,89.00,0.00,476.00
3/24/2016,372.00,92.00,0.00,464.00
4/1/2016,362.00,88.00,0.00,450.00
4/8/2016,354.00,89.00,0.00,443.00
4/15/2016,351.00,89.00,0.00,440.00
4/22/2016,343.00,88.00,0.00,431.00
4/29/2016,332.00,87.00,1.00,420.00
5/6/2016,328.00,86.00,1.00,415.00
5/13/2016,318.00,87.00,1.00,406.00
5/20/2016,318.00,85.00,1.00,404.00
5/27/2016,316.00,87.00,1.00,404.00
6/3/2016,325.00,82.00,1.00,408.00
6/10/2016,328.00,85.00,1.00,414.00
6/17/2016,337.00,86.00,1.00,424.00
6/24/2016,330.00,90.00,1.00,421.00
